Year,data.category,Value
2012,,768
2012,data.Sexual_violence,174
2012,data.Robbery,66
2012,data.Assault,515
2012,data.Harassment,14
2014,,372
2014,data.Sexual_violence,129
2014,data.Robbery,61
2014,data.Assault,155
2014,data.Harassment,27
2016,,388
2016,data.Sexual_violence,76
2016,data.Robbery,66
2016,data.Assault,161
2016,data.Harassment,86
2018,,566
2018,data.Sexual_violence,161
2018,data.Robbery,125
2018,data.Assault,161
2018,data.Harassment,120
2020,,878
2020,data.Sexual_violence,369
2020,data.Robbery,41
2020,data.Assault,355
2020,data.Harassment,113
