Year,Units,Value
2008,G4_총채권 대비 부실채권 비율,0.57191
2009,G4_총채권 대비 부실채권 비율,0.5845
2010,G4_총채권 대비 부실채권 비율,0.588
2011,G4_총채권 대비 부실채권 비율,0.48416
2012,G4_총채권 대비 부실채권 비율,0.59429
2013,G4_총채권 대비 부실채권 비율,0.57068
2014,G4_총채권 대비 부실채권 비율,0.48783
2015,G4_총채권 대비 부실채권 비율,0.45686
2016,G4_총채권 대비 부실채권 비율,0.46921
2017,G4_총채권 대비 부실채권 비율,0.35236
2018,G4_총채권 대비 부실채권 비율,0.25443
2019,G4_총채권 대비 부실채권 비율,0.25114
2020,G4_총채권 대비 부실채권 비율,0.2491
2021,G4_총채권 대비 부실채권 비율,0.2333
2008,G5_총자산순이익률,0.6738
2009,G5_총자산순이익률,0.5452
2010,G5_총자산순이익률,0.7376
2011,G5_총자산순이익률,1.0388
2012,G5_총자산순이익률,0.6551
2013,G5_총자산순이익률,0.3232
2014,G5_총자산순이익률,0.4831
2015,G5_총자산순이익률,0.5303
2016,G5_총자산순이익률,0.3609
2017,G5_총자산순이익률,0.6696
2018,G5_총자산순이익률,0.7728
2019,G5_총자산순이익률,0.7179
2020,G5_총자산순이익률,0.6494
2021,G5_총자산순이익률,0.7344
2008,G1_총자산 대비 기본자본(Tier 1) 비율,6.3523
2009,G1_총자산 대비 기본자본(Tier 1) 비율,7.2379
2010,G1_총자산 대비 기본자본(Tier 1) 비율,7.41
2011,G1_총자산 대비 기본자본(Tier 1) 비율,7.042
2012,G1_총자산 대비 기본자본(Tier 1) 비율,7.1448
2013,G1_총자산 대비 기본자본(Tier 1) 비율,7.392
2014,G1_총자산 대비 기본자본(Tier 1) 비율,7.3943
2015,G1_총자산 대비 기본자본(Tier 1) 비율,7.2538
2016,G1_총자산 대비 기본자본(Tier 1) 비율,7.7863
2017,G1_총자산 대비 기본자본(Tier 1) 비율,7.9296
2018,G1_총자산 대비 기본자본(Tier 1) 비율,7.8817
2019,G1_총자산 대비 기본자본(Tier 1) 비율,7.7341
2020,G1_총자산 대비 기본자본(Tier 1) 비율,7.5105
2021,G1_총자산 대비 기본자본(Tier 1) 비율,7.4401
2008,G3_총자본 대비 부실채권충당금 비율,2.4248
2009,G3_총자본 대비 부실채권충당금 비율,2.4609
2010,G3_총자본 대비 부실채권충당금 비율,2.8975
2011,G3_총자본 대비 부실채권충당금 비율,2.5065
2012,G3_총자본 대비 부실채권충당금 비율,2.8439
2013,G3_총자본 대비 부실채권충당금 비율,3.2335
2014,G3_총자본 대비 부실채권충당금 비율,2.5253
2015,G3_총자본 대비 부실채권충당금 비율,1.9654
2016,G3_총자본 대비 부실채권충당금 비율,1.898
2017,G3_총자본 대비 부실채권충당금 비율,1.5099
2018,G3_총자본 대비 부실채권충당금 비율,1.1706
2019,G3_총자본 대비 부실채권충당금 비율,1.1097
2020,G3_총자본 대비 부실채권충당금 비율,1.1305
2021,G3_총자본 대비 부실채권충당금 비율,1.2164
2008,G2_위험가중자산 대비 기본자본(Tier 1) 비율,9.6051
2009,G2_위험가중자산 대비 기본자본(Tier 1) 비율,11.5122
2010,G2_위험가중자산 대비 기본자본(Tier 1) 비율,12.096
2011,G2_위험가중자산 대비 기본자본(Tier 1) 비율,11.6016
2012,G2_위험가중자산 대비 기본자본(Tier 1) 비율,11.5967
2013,G2_위험가중자산 대비 기본자본(Tier 1) 비율,11.853
2014,G2_위험가중자산 대비 기본자본(Tier 1) 비율,11.7234
2015,G2_위험가중자산 대비 기본자본(Tier 1) 비율,11.6941
2016,G2_위험가중자산 대비 기본자본(Tier 1) 비율,13.1146
2017,G2_위험가중자산 대비 기본자본(Tier 1) 비율,13.8411
2018,G2_위험가중자산 대비 기본자본(Tier 1) 비율,13.9889
2019,G2_위험가중자산 대비 기본자본(Tier 1) 비율,13.9779
2020,G2_위험가중자산 대비 기본자본(Tier 1) 비율,15.107
2021,G2_위험가중자산 대비 기본자본(Tier 1) 비율,15.3192
2008,G6_단기부채 대비 유동자산 비율,101.37096
2009,G6_단기부채 대비 유동자산 비율,103.93085
2010,G6_단기부채 대비 유동자산 비율,117.46817
2011,G6_단기부채 대비 유동자산 비율,109.33702
2012,G6_단기부채 대비 유동자산 비율,111.34206
2013,G6_단기부채 대비 유동자산 비율,107.87426
2014,G6_단기부채 대비 유동자산 비율,121.98002
2015,G6_단기부채 대비 유동자산 비율,104.95577
2016,G6_단기부채 대비 유동자산 비율,102.59449
2017,G6_단기부채 대비 유동자산 비율,101.2468
2018,G6_단기부채 대비 유동자산 비율,114.4857
2019,G6_단기부채 대비 유동자산 비율,109.96364
2020,G6_단기부채 대비 유동자산 비율,102.1849
2021,G6_단기부채 대비 유동자산 비율,106.8612
2008,G7_총자본 대비 외환종합포지션 비율,1.8752
2009,G7_총자본 대비 외환종합포지션 비율,2.911
2010,G7_총자본 대비 외환종합포지션 비율,0.93766
2011,G7_총자본 대비 외환종합포지션 비율,0.93475
2012,G7_총자본 대비 외환종합포지션 비율,0.15454
2013,G7_총자본 대비 외환종합포지션 비율,-0.1504
2014,G7_총자본 대비 외환종합포지션 비율,0.4656
2015,G7_총자본 대비 외환종합포지션 비율,-0.04185
2016,G7_총자본 대비 외환종합포지션 비율,0.01914
2017,G7_총자본 대비 외환종합포지션 비율,-0.9807
2018,G7_총자본 대비 외환종합포지션 비율,0.04103
2019,G7_총자본 대비 외환종합포지션 비율,0.10735
2020,G7_총자본 대비 외환종합포지션 비율,-0.0206
2021,G7_총자본 대비 외환종합포지션 비율,1.4987
