Year,Value
2000,0.9
2001,0.8
2002,0.6
2003,0.5
2004,0.5
2005,0.6
2006,0.6
2007,0.5
2008,0.5
2009,0.4
2010,0.4
2011,0.4
2012,0.6
2013,0.5
2014,0.4
2015,0.4
2016,0.6
2017,0.6
2018,0.6
2019,0.4
